cooRowIndexHostPtr[0]=0; cooColIndexHostPtr[0]=0; cooValHostPtr[0]=-615.6962723589505;
cooRowIndexHostPtr[503]=126; cooColIndexHostPtr[503]=126; cooValHostPtr[503]=-314.0731361794753;
cooRowIndexHostPtr[504]=126; cooColIndexHostPtr[504]=127; cooValHostPtr[504]=155.0365680897376;
cooRowIndexHostPtr[505]=127; cooColIndexHostPtr[505]=27; cooValHostPtr[505]=-5.45;
cooRowIndexHostPtr[506]=127; cooColIndexHostPtr[506]=126; cooValHostPtr[506]=155.0365680897376;
cooRowIndexHostPtr[507]=127; cooColIndexHostPtr[507]=127; cooValHostPtr[507]=-314.0731361794753;
cooRowIndexHostPtr[508]=127; cooColIndexHostPtr[508]=128; cooValHostPtr[508]=155.0365680897376;
cooRowIndexHostPtr[509]=128; cooColIndexHostPtr[509]=28; cooValHostPtr[509]=-5.45;
cooRowIndexHostPtr[510]=128; cooColIndexHostPtr[510]=127; cooValHostPtr[510]=155.0365680897376;
cooRowIndexHostPtr[511]=128; cooColIndexHostPtr[511]=128; cooValHostPtr[511]=-314.0731361794753;
cooRowIndexHostPtr[512]=128; cooColIndexHostPtr[512]=129; cooValHostPtr[512]=155.0365680897376;
cooRowIndexHostPtr[513]=129; cooColIndexHostPtr[513]=29; cooValHostPtr[513]=-5.45;
cooRowIndexHostPtr[514]=129; cooColIndexHostPtr[514]=128; cooValHostPtr[514]=155.0365680897376;
cooRowIndexHostPtr[515]=129; cooColIndexHostPtr[515]=129; cooValHostPtr[515]=-314.0731361794753;
cooRowIndexHostPtr[516]=129; cooColIndexHostPtr[516]=130; cooValHostPtr[516]=155.0365680897376;
cooRowIndexHostPtr[517]=130; cooColIndexHostPtr[517]=30; cooValHostPtr[517]=-5.45;
cooRowIndexHostPtr[518]=130; cooColIndexHostPtr[518]=129; cooValHostPtr[518]=155.0365680897376;
cooRowIndexHostPtr[519]=130; cooColIndexHostPtr[519]=130; cooValHostPtr[519]=-314.0731361794753;
cooRowIndexHostPtr[520]=130; cooColIndexHostPtr[520]=131; cooValHostPtr[520]=155.0365680897376;
cooRowIndexHostPtr[521]=131; cooColIndexHostPtr[521]=31; cooValHostPtr[521]=-5.45;
cooRowIndexHostPtr[522]=131; cooColIndexHostPtr[522]=130; cooValHostPtr[522]=155.0365680897376;
cooRowIndexHostPtr[523]=131; cooColIndexHostPtr[523]=131; cooValHostPtr[523]=-314.0731361794753;
cooRowIndexHostPtr[524]=131; cooColIndexHostPtr[524]=132; cooValHostPtr[524]=155.0365680897376;
cooRowIndexHostPtr[525]=132; cooColIndexHostPtr[525]=32; cooValHostPtr[525]=-5.45;
cooRowIndexHostPtr[526]=132; cooColIndexHostPtr[526]=131; cooValHostPtr[526]=155.0365680897376;
cooRowIndexHostPtr[527]=132; cooColIndexHostPtr[527]=132; cooValHostPtr[527]=-314.0731361794753;
cooRowIndexHostPtr[528]=132; cooColIndexHostPtr[528]=133; cooValHostPtr[528]=155.0365680897376;
cooRowIndexHostPtr[529]=133; cooColIndexHostPtr[529]=33; cooValHostPtr[529]=-5.45;
cooRowIndexHostPtr[530]=133; cooColIndexHostPtr[530]=132; cooValHostPtr[530]=155.0365680897376;
cooRowIndexHostPtr[531]=133; cooColIndexHostPtr[531]=133; cooValHostPtr[531]=-314.0731361794753;
cooRowIndexHostPtr[532]=133; cooColIndexHostPtr[532]=134; cooValHostPtr[532]=155.0365680897376;
cooRowIndexHostPtr[533]=134; cooColIndexHostPtr[533]=34; cooValHostPtr[533]=-5.45;
cooRowIndexHostPtr[534]=134; cooColIndexHostPtr[534]=133; cooValHostPtr[534]=155.0365680897376;
cooRowIndexHostPtr[535]=134; cooColIndexHostPtr[535]=134; cooValHostPtr[535]=-314.0731361794753;
cooRowIndexHostPtr[536]=134; cooColIndexHostPtr[536]=135; cooValHostPtr[536]=155.0365680897376;
cooRowIndexHostPtr[537]=135; cooColIndexHostPtr[537]=35; cooValHostPtr[537]=-5.45;
cooRowIndexHostPtr[538]=135; cooColIndexHostPtr[538]=134; cooValHostPtr[538]=155.0365680897376;
cooRowIndexHostPtr[539]=135; cooColIndexHostPtr[539]=135; cooValHostPtr[539]=-314.0731361794753;
cooRowIndexHostPtr[540]=135; cooColIndexHostPtr[540]=136; cooValHostPtr[540]=155.0365680897376;
cooRowIndexHostPtr[541]=136; cooColIndexHostPtr[541]=36; cooValHostPtr[541]=-5.45;
cooRowIndexHostPtr[542]=136; cooColIndexHostPtr[542]=135; cooValHostPtr[542]=155.0365680897376;
cooRowIndexHostPtr[543]=136; cooColIndexHostPtr[543]=136; cooValHostPtr[543]=-314.0731361794753;
cooRowIndexHostPtr[544]=136; cooColIndexHostPtr[544]=137; cooValHostPtr[544]=155.0365680897376;
cooRowIndexHostPtr[545]=137; cooColIndexHostPtr[545]=37; cooValHostPtr[545]=-5.45;
cooRowIndexHostPtr[546]=137; cooColIndexHostPtr[546]=136; cooValHostPtr[546]=155.0365680897376;
cooRowIndexHostPtr[547]=137; cooColIndexHostPtr[547]=137; cooValHostPtr[547]=-314.0731361794753;
cooRowIndexHostPtr[548]=137; cooColIndexHostPtr[548]=138; cooValHostPtr[548]=155.0365680897376;
cooRowIndexHostPtr[549]=138; cooColIndexHostPtr[549]=38; cooValHostPtr[549]=-5.45;
cooRowIndexHostPtr[550]=138; cooColIndexHostPtr[550]=137; cooValHostPtr[550]=155.0365680897376;
cooRowIndexHostPtr[551]=138; cooColIndexHostPtr[551]=138; cooValHostPtr[551]=-314.0731361794753;
cooRowIndexHostPtr[552]=138; cooColIndexHostPtr[552]=139; cooValHostPtr[552]=155.0365680897376;
cooRowIndexHostPtr[553]=139; cooColIndexHostPtr[553]=39; cooValHostPtr[553]=-5.45;
cooRowIndexHostPtr[554]=139; cooColIndexHostPtr[554]=138; cooValHostPtr[554]=155.0365680897376;
cooRowIndexHostPtr[555]=139; cooColIndexHostPtr[555]=139; cooValHostPtr[555]=-314.0731361794753;
cooRowIndexHostPtr[556]=139; cooColIndexHostPtr[556]=140; cooValHostPtr[556]=155.0365680897376;
cooRowIndexHostPtr[557]=140; cooColIndexHostPtr[557]=40; cooValHostPtr[557]=-5.45;
cooRowIndexHostPtr[558]=140; cooColIndexHostPtr[558]=139; cooValHostPtr[558]=155.0365680897376;
cooRowIndexHostPtr[559]=140; cooColIndexHostPtr[559]=140; cooValHostPtr[559]=-314.0731361794753;
cooRowIndexHostPtr[560]=140; cooColIndexHostPtr[560]=141; cooValHostPtr[560]=155.0365680897376;
cooRowIndexHostPtr[561]=141; cooColIndexHostPtr[561]=41; cooValHostPtr[561]=-5.45;
cooRowIndexHostPtr[562]=141; cooColIndexHostPtr[562]=140; cooValHostPtr[562]=155.0365680897376;
cooRowIndexHostPtr[563]=141; cooColIndexHostPtr[563]=141; cooValHostPtr[563]=-314.0731361794753;
cooRowIndexHostPtr[564]=141; cooColIndexHostPtr[564]=142; cooValHostPtr[564]=155.0365680897376;
cooRowIndexHostPtr[565]=142; cooColIndexHostPtr[565]=42; cooValHostPtr[565]=-5.45;
cooRowIndexHostPtr[566]=142; cooColIndexHostPtr[566]=141; cooValHostPtr[566]=155.0365680897376;
cooRowIndexHostPtr[567]=142; cooColIndexHostPtr[567]=142; cooValHostPtr[567]=-314.0731361794753;
cooRowIndexHostPtr[568]=142; cooColIndexHostPtr[568]=143; cooValHostPtr[568]=155.0365680897376;
cooRowIndexHostPtr[569]=143; cooColIndexHostPtr[569]=43; cooValHostPtr[569]=-5.45;
cooRowIndexHostPtr[570]=143; cooColIndexHostPtr[570]=142; cooValHostPtr[570]=155.0365680897376;
cooRowIndexHostPtr[571]=143; cooColIndexHostPtr[571]=143; cooValHostPtr[571]=-314.0731361794753;
cooRowIndexHostPtr[572]=143; cooColIndexHostPtr[572]=144; cooValHostPtr[572]=155.0365680897376;
cooRowIndexHostPtr[573]=144; cooColIndexHostPtr[573]=44; cooValHostPtr[573]=-5.45;
cooRowIndexHostPtr[574]=144; cooColIndexHostPtr[574]=143; cooValHostPtr[574]=155.0365680897376;
cooRowIndexHostPtr[575]=144; cooColIndexHostPtr[575]=144; cooValHostPtr[575]=-314.0731361794753;
cooRowIndexHostPtr[576]=144; cooColIndexHostPtr[576]=145; cooValHostPtr[576]=155.0365680897376;
cooRowIndexHostPtr[577]=145; cooColIndexHostPtr[577]=45; cooValHostPtr[577]=-5.45;
cooRowIndexHostPtr[578]=145; cooColIndexHostPtr[578]=144; cooValHostPtr[578]=155.0365680897376;
cooRowIndexHostPtr[579]=145; cooColIndexHostPtr[579]=145; cooValHostPtr[579]=-314.0731361794753;
cooRowIndexHostPtr[580]=145; cooColIndexHostPtr[580]=146; cooValHostPtr[580]=155.0365680897376;
cooRowIndexHostPtr[581]=146; cooColIndexHostPtr[581]=46; cooValHostPtr[581]=-5.45;
cooRowIndexHostPtr[582]=146; cooColIndexHostPtr[582]=145; cooValHostPtr[582]=155.0365680897376;
cooRowIndexHostPtr[583]=146; cooColIndexHostPtr[583]=146; cooValHostPtr[583]=-314.0731361794753;
cooRowIndexHostPtr[584]=146; cooColIndexHostPtr[584]=147; cooValHostPtr[584]=155.0365680897376;
cooRowIndexHostPtr[585]=147; cooColIndexHostPtr[585]=47; cooValHostPtr[585]=-5.45;
cooRowIndexHostPtr[586]=147; cooColIndexHostPtr[586]=146; cooValHostPtr[586]=155.0365680897376;
cooRowIndexHostPtr[587]=147; cooColIndexHostPtr[587]=147; cooValHostPtr[587]=-314.0731361794753;
cooRowIndexHostPtr[588]=147; cooColIndexHostPtr[588]=148; cooValHostPtr[588]=155.0365680897376;
cooRowIndexHostPtr[589]=148; cooColIndexHostPtr[589]=48; cooValHostPtr[589]=-5.45;
cooRowIndexHostPtr[590]=148; cooColIndexHostPtr[590]=147; cooValHostPtr[590]=155.0365680897376;
cooRowIndexHostPtr[591]=148; cooColIndexHostPtr[591]=148; cooValHostPtr[591]=-314.0731361794753;
cooRowIndexHostPtr[592]=148; cooColIndexHostPtr[592]=149; cooValHostPtr[592]=155.0365680897376;
cooRowIndexHostPtr[593]=149; cooColIndexHostPtr[593]=49; cooValHostPtr[593]=-5.45;
cooRowIndexHostPtr[594]=149; cooColIndexHostPtr[594]=148; cooValHostPtr[594]=155.0365680897376;
cooRowIndexHostPtr[595]=149; cooColIndexHostPtr[595]=149; cooValHostPtr[595]=-314.0731361794753;
cooRowIndexHostPtr[596]=149; cooColIndexHostPtr[596]=150; cooValHostPtr[596]=155.0365680897376;
cooRowIndexHostPtr[597]=150; cooColIndexHostPtr[597]=50; cooValHostPtr[597]=-5.45;
cooRowIndexHostPtr[598]=150; cooColIndexHostPtr[598]=149; cooValHostPtr[598]=155.0365680897376;
cooRowIndexHostPtr[599]=150; cooColIndexHostPtr[599]=150; cooValHostPtr[599]=-314.0731361794753;
cooRowIndexHostPtr[600]=150; cooColIndexHostPtr[600]=151; cooValHostPtr[600]=155.0365680897376;
cooRowIndexHostPtr[601]=151; cooColIndexHostPtr[601]=51; cooValHostPtr[601]=-5.45;
cooRowIndexHostPtr[602]=151; cooColIndexHostPtr[602]=150; cooValHostPtr[602]=155.0365680897376;
cooRowIndexHostPtr[603]=151; cooColIndexHostPtr[603]=151; cooValHostPtr[603]=-314.0731361794753;
cooRowIndexHostPtr[604]=151; cooColIndexHostPtr[604]=152; cooValHostPtr[604]=155.0365680897376;
cooRowIndexHostPtr[605]=152; cooColIndexHostPtr[605]=52; cooValHostPtr[605]=-5.45;
cooRowIndexHostPtr[606]=152; cooColIndexHostPtr[606]=151; cooValHostPtr[606]=155.0365680897376;
cooRowIndexHostPtr[607]=152; cooColIndexHostPtr[607]=152; cooValHostPtr[607]=-314.0731361794753;
cooRowIndexHostPtr[608]=152; cooColIndexHostPtr[608]=153; cooValHostPtr[608]=155.0365680897376;
cooRowIndexHostPtr[609]=153; cooColIndexHostPtr[609]=53; cooValHostPtr[609]=-5.45;
cooRowIndexHostPtr[610]=153; cooColIndexHostPtr[610]=152; cooValHostPtr[610]=155.0365680897376;
cooRowIndexHostPtr[611]=153; cooColIndexHostPtr[611]=153; cooValHostPtr[611]=-314.0731361794753;
cooRowIndexHostPtr[612]=153; cooColIndexHostPtr[612]=154; cooValHostPtr[612]=155.0365680897376;
cooRowIndexHostPtr[613]=154; cooColIndexHostPtr[613]=54; cooValHostPtr[613]=-5.45;
cooRowIndexHostPtr[614]=154; cooColIndexHostPtr[614]=153; cooValHostPtr[614]=155.0365680897376;
cooRowIndexHostPtr[615]=154; cooColIndexHostPtr[615]=154; cooValHostPtr[615]=-314.0731361794753;
cooRowIndexHostPtr[616]=154; cooColIndexHostPtr[616]=155; cooValHostPtr[616]=155.0365680897376;
cooRowIndexHostPtr[617]=155; cooColIndexHostPtr[617]=55; cooValHostPtr[617]=-5.45;
cooRowIndexHostPtr[618]=155; cooColIndexHostPtr[618]=154; cooValHostPtr[618]=155.0365680897376;
cooRowIndexHostPtr[619]=155; cooColIndexHostPtr[619]=155; cooValHostPtr[619]=-314.0731361794753;
cooRowIndexHostPtr[620]=155; cooColIndexHostPtr[620]=156; cooValHostPtr[620]=155.0365680897376;
cooRowIndexHostPtr[621]=156; cooColIndexHostPtr[621]=56; cooValHostPtr[621]=-5.45;
cooRowIndexHostPtr[622]=156; cooColIndexHostPtr[622]=155; cooValHostPtr[622]=155.0365680897376;
cooRowIndexHostPtr[623]=156; cooColIndexHostPtr[623]=156; cooValHostPtr[623]=-314.0731361794753;
cooRowIndexHostPtr[624]=156; cooColIndexHostPtr[624]=157; cooValHostPtr[624]=155.0365680897376;
cooRowIndexHostPtr[625]=157; cooColIndexHostPtr[625]=57; cooValHostPtr[625]=-5.45;
cooRowIndexHostPtr[626]=157; cooColIndexHostPtr[626]=156; cooValHostPtr[626]=155.0365680897376;
cooRowIndexHostPtr[627]=157; cooColIndexHostPtr[627]=157; cooValHostPtr[627]=-314.0731361794753;
cooRowIndexHostPtr[628]=157; cooColIndexHostPtr[628]=158; cooValHostPtr[628]=155.0365680897376;
cooRowIndexHostPtr[629]=158; cooColIndexHostPtr[629]=58; cooValHostPtr[629]=-5.45;
cooRowIndexHostPtr[630]=158; cooColIndexHostPtr[630]=157; cooValHostPtr[630]=155.0365680897376;
cooRowIndexHostPtr[631]=158; cooColIndexHostPtr[631]=158; cooValHostPtr[631]=-314.0731361794753;
cooRowIndexHostPtr[632]=158; cooColIndexHostPtr[632]=159; cooValHostPtr[632]=155.0365680897376;
cooRowIndexHostPtr[633]=159; cooColIndexHostPtr[633]=59; cooValHostPtr[633]=-5.45;
cooRowIndexHostPtr[634]=159; cooColIndexHostPtr[634]=158; cooValHostPtr[634]=155.0365680897376;
cooRowIndexHostPtr[635]=159; cooColIndexHostPtr[635]=159; cooValHostPtr[635]=-314.0731361794753;
cooRowIndexHostPtr[636]=159; cooColIndexHostPtr[636]=160; cooValHostPtr[636]=155.0365680897376;
cooRowIndexHostPtr[637]=160; cooColIndexHostPtr[637]=60; cooValHostPtr[637]=-5.45;
cooRowIndexHostPtr[638]=160; cooColIndexHostPtr[638]=159; cooValHostPtr[638]=155.0365680897376;
cooRowIndexHostPtr[639]=160; cooColIndexHostPtr[639]=160; cooValHostPtr[639]=-314.0731361794753;
cooRowIndexHostPtr[640]=160; cooColIndexHostPtr[640]=161; cooValHostPtr[640]=155.0365680897376;
cooRowIndexHostPtr[641]=161; cooColIndexHostPtr[641]=61; cooValHostPtr[641]=-5.45;
cooRowIndexHostPtr[642]=161; cooColIndexHostPtr[642]=160; cooValHostPtr[642]=155.0365680897376;
cooRowIndexHostPtr[643]=161; cooColIndexHostPtr[643]=161; cooValHostPtr[643]=-314.0731361794753;
cooRowIndexHostPtr[644]=161; cooColIndexHostPtr[644]=162; cooValHostPtr[644]=155.0365680897376;
cooRowIndexHostPtr[645]=162; cooColIndexHostPtr[645]=62; cooValHostPtr[645]=-5.45;
cooRowIndexHostPtr[646]=162; cooColIndexHostPtr[646]=161; cooValHostPtr[646]=155.0365680897376;
cooRowIndexHostPtr[647]=162; cooColIndexHostPtr[647]=162; cooValHostPtr[647]=-314.0731361794753;
cooRowIndexHostPtr[648]=162; cooColIndexHostPtr[648]=163; cooValHostPtr[648]=155.0365680897376;
cooRowIndexHostPtr[649]=163; cooColIndexHostPtr[649]=63; cooValHostPtr[649]=-5.45;
cooRowIndexHostPtr[650]=163; cooColIndexHostPtr[650]=162; cooValHostPtr[650]=155.0365680897376;
cooRowIndexHostPtr[651]=163; cooColIndexHostPtr[651]=163; cooValHostPtr[651]=-314.0731361794753;
cooRowIndexHostPtr[652]=163; cooColIndexHostPtr[652]=164; cooValHostPtr[652]=155.0365680897376;
cooRowIndexHostPtr[653]=164; cooColIndexHostPtr[653]=64; cooValHostPtr[653]=-5.45;
cooRowIndexHostPtr[654]=164; cooColIndexHostPtr[654]=163; cooValHostPtr[654]=155.0365680897376;
cooRowIndexHostPtr[655]=164; cooColIndexHostPtr[655]=164; cooValHostPtr[655]=-314.0731361794753;
cooRowIndexHostPtr[656]=164; cooColIndexHostPtr[656]=165; cooValHostPtr[656]=155.0365680897376;
cooRowIndexHostPtr[657]=165; cooColIndexHostPtr[657]=65; cooValHostPtr[657]=-5.45;
cooRowIndexHostPtr[658]=165; cooColIndexHostPtr[658]=164; cooValHostPtr[658]=155.0365680897376;
cooRowIndexHostPtr[659]=165; cooColIndexHostPtr[659]=165; cooValHostPtr[659]=-314.0731361794753;
cooRowIndexHostPtr[660]=165; cooColIndexHostPtr[660]=166; cooValHostPtr[660]=155.0365680897376;
cooRowIndexHostPtr[661]=166; cooColIndexHostPtr[661]=66; cooValHostPtr[661]=-5.45;
cooRowIndexHostPtr[662]=166; cooColIndexHostPtr[662]=165; cooValHostPtr[662]=155.0365680897376;
cooRowIndexHostPtr[663]=166; cooColIndexHostPtr[663]=166; cooValHostPtr[663]=-314.0731361794753;
cooRowIndexHostPtr[664]=166; cooColIndexHostPtr[664]=167; cooValHostPtr[664]=155.0365680897376;
cooRowIndexHostPtr[665]=167; cooColIndexHostPtr[665]=67; cooValHostPtr[665]=-5.45;
cooRowIndexHostPtr[666]=167; cooColIndexHostPtr[666]=166; cooValHostPtr[666]=155.0365680897376;
cooRowIndexHostPtr[667]=167; cooColIndexHostPtr[667]=167; cooValHostPtr[667]=-314.0731361794753;
cooRowIndexHostPtr[668]=167; cooColIndexHostPtr[668]=168; cooValHostPtr[668]=155.0365680897376;
cooRowIndexHostPtr[669]=168; cooColIndexHostPtr[669]=68; cooValHostPtr[669]=-5.45;
cooRowIndexHostPtr[670]=168; cooColIndexHostPtr[670]=167; cooValHostPtr[670]=155.0365680897376;
cooRowIndexHostPtr[671]=168; cooColIndexHostPtr[671]=168; cooValHostPtr[671]=-314.0731361794753;
cooRowIndexHostPtr[672]=168; cooColIndexHostPtr[672]=169; cooValHostPtr[672]=155.0365680897376;
cooRowIndexHostPtr[673]=169; cooColIndexHostPtr[673]=69; cooValHostPtr[673]=-5.45;
cooRowIndexHostPtr[674]=169; cooColIndexHostPtr[674]=168; cooValHostPtr[674]=155.0365680897376;
cooRowIndexHostPtr[675]=169; cooColIndexHostPtr[675]=169; cooValHostPtr[675]=-314.0731361794753;
cooRowIndexHostPtr[676]=169; cooColIndexHostPtr[676]=170; cooValHostPtr[676]=155.0365680897376;
cooRowIndexHostPtr[677]=170; cooColIndexHostPtr[677]=70; cooValHostPtr[677]=-5.45;
cooRowIndexHostPtr[678]=170; cooColIndexHostPtr[678]=169; cooValHostPtr[678]=155.0365680897376;
cooRowIndexHostPtr[679]=170; cooColIndexHostPtr[679]=170; cooValHostPtr[679]=-314.0731361794753;
cooRowIndexHostPtr[680]=170; cooColIndexHostPtr[680]=171; cooValHostPtr[680]=155.0365680897376;
cooRowIndexHostPtr[681]=171; cooColIndexHostPtr[681]=71; cooValHostPtr[681]=-5.45;
cooRowIndexHostPtr[682]=171; cooColIndexHostPtr[682]=170; cooValHostPtr[682]=155.0365680897376;
cooRowIndexHostPtr[683]=171; cooColIndexHostPtr[683]=171; cooValHostPtr[683]=-314.0731361794753;
cooRowIndexHostPtr[684]=171; cooColIndexHostPtr[684]=172; cooValHostPtr[684]=155.0365680897376;
cooRowIndexHostPtr[685]=172; cooColIndexHostPtr[685]=72; cooValHostPtr[685]=-5.45;
cooRowIndexHostPtr[686]=172; cooColIndexHostPtr[686]=171; cooValHostPtr[686]=155.0365680897376;
cooRowIndexHostPtr[687]=172; cooColIndexHostPtr[687]=172; cooValHostPtr[687]=-314.0731361794753;
cooRowIndexHostPtr[688]=172; cooColIndexHostPtr[688]=173; cooValHostPtr[688]=155.0365680897376;
cooRowIndexHostPtr[689]=173; cooColIndexHostPtr[689]=73; cooValHostPtr[689]=-5.45;
cooRowIndexHostPtr[690]=173; cooColIndexHostPtr[690]=172; cooValHostPtr[690]=155.0365680897376;
cooRowIndexHostPtr[691]=173; cooColIndexHostPtr[691]=173; cooValHostPtr[691]=-314.0731361794753;
cooRowIndexHostPtr[692]=173; cooColIndexHostPtr[692]=174; cooValHostPtr[692]=155.0365680897376;
cooRowIndexHostPtr[693]=174; cooColIndexHostPtr[693]=74; cooValHostPtr[693]=-5.45;
cooRowIndexHostPtr[694]=174; cooColIndexHostPtr[694]=173; cooValHostPtr[694]=155.0365680897376;
cooRowIndexHostPtr[695]=174; cooColIndexHostPtr[695]=174; cooValHostPtr[695]=-314.0731361794753;
cooRowIndexHostPtr[696]=174; cooColIndexHostPtr[696]=175; cooValHostPtr[696]=155.0365680897376;
cooRowIndexHostPtr[697]=175; cooColIndexHostPtr[697]=75; cooValHostPtr[697]=-5.45;
cooRowIndexHostPtr[698]=175; cooColIndexHostPtr[698]=174; cooValHostPtr[698]=155.0365680897376;
cooRowIndexHostPtr[699]=175; cooColIndexHostPtr[699]=175; cooValHostPtr[699]=-314.0731361794753;
cooRowIndexHostPtr[700]=175; cooColIndexHostPtr[700]=176; cooValHostPtr[700]=155.0365680897376;
cooRowIndexHostPtr[701]=176; cooColIndexHostPtr[701]=76; cooValHostPtr[701]=-5.45;
cooRowIndexHostPtr[702]=176; cooColIndexHostPtr[702]=175; cooValHostPtr[702]=155.0365680897376;
cooRowIndexHostPtr[703]=176; cooColIndexHostPtr[703]=176; cooValHostPtr[703]=-314.0731361794753;
cooRowIndexHostPtr[704]=176; cooColIndexHostPtr[704]=177; cooValHostPtr[704]=155.0365680897376;
cooRowIndexHostPtr[705]=177; cooColIndexHostPtr[705]=77; cooValHostPtr[705]=-5.45;
cooRowIndexHostPtr[706]=177; cooColIndexHostPtr[706]=176; cooValHostPtr[706]=155.0365680897376;
cooRowIndexHostPtr[707]=177; cooColIndexHostPtr[707]=177; cooValHostPtr[707]=-314.0731361794753;
cooRowIndexHostPtr[708]=177; cooColIndexHostPtr[708]=178; cooValHostPtr[708]=155.0365680897376;
cooRowIndexHostPtr[709]=178; cooColIndexHostPtr[709]=78; cooValHostPtr[709]=-5.45;
cooRowIndexHostPtr[710]=178; cooColIndexHostPtr[710]=177; cooValHostPtr[710]=155.0365680897376;
cooRowIndexHostPtr[711]=178; cooColIndexHostPtr[711]=178; cooValHostPtr[711]=-314.0731361794753;
cooRowIndexHostPtr[712]=178; cooColIndexHostPtr[712]=179; cooValHostPtr[712]=155.0365680897376;
cooRowIndexHostPtr[713]=179; cooColIndexHostPtr[713]=79; cooValHostPtr[713]=-5.45;
cooRowIndexHostPtr[714]=179; cooColIndexHostPtr[714]=178; cooValHostPtr[714]=155.0365680897376;
cooRowIndexHostPtr[715]=179; cooColIndexHostPtr[715]=179; cooValHostPtr[715]=-314.0731361794753;
cooRowIndexHostPtr[716]=179; cooColIndexHostPtr[716]=180; cooValHostPtr[716]=155.0365680897376;
cooRowIndexHostPtr[717]=180; cooColIndexHostPtr[717]=80; cooValHostPtr[717]=-5.45;
cooRowIndexHostPtr[718]=180; cooColIndexHostPtr[718]=179; cooValHostPtr[718]=155.0365680897376;
cooRowIndexHostPtr[719]=180; cooColIndexHostPtr[719]=180; cooValHostPtr[719]=-314.0731361794753;
cooRowIndexHostPtr[720]=180; cooColIndexHostPtr[720]=181; cooValHostPtr[720]=155.0365680897376;
cooRowIndexHostPtr[721]=181; cooColIndexHostPtr[721]=81; cooValHostPtr[721]=-5.45;
cooRowIndexHostPtr[722]=181; cooColIndexHostPtr[722]=180; cooValHostPtr[722]=155.0365680897376;
cooRowIndexHostPtr[723]=181; cooColIndexHostPtr[723]=181; cooValHostPtr[723]=-314.0731361794753;
cooRowIndexHostPtr[724]=181; cooColIndexHostPtr[724]=182; cooValHostPtr[724]=155.0365680897376;
cooRowIndexHostPtr[725]=182; cooColIndexHostPtr[725]=82; cooValHostPtr[725]=-5.45;
cooRowIndexHostPtr[726]=182; cooColIndexHostPtr[726]=181; cooValHostPtr[726]=155.0365680897376;
cooRowIndexHostPtr[727]=182; cooColIndexHostPtr[727]=182; cooValHostPtr[727]=-314.0731361794753;
cooRowIndexHostPtr[728]=182; cooColIndexHostPtr[728]=183; cooValHostPtr[728]=155.0365680897376;
cooRowIndexHostPtr[729]=183; cooColIndexHostPtr[729]=83; cooValHostPtr[729]=-5.45;
cooRowIndexHostPtr[730]=183; cooColIndexHostPtr[730]=182; cooValHostPtr[730]=155.0365680897376;
cooRowIndexHostPtr[731]=183; cooColIndexHostPtr[731]=183; cooValHostPtr[731]=-314.0731361794753;
cooRowIndexHostPtr[732]=183; cooColIndexHostPtr[732]=184; cooValHostPtr[732]=155.0365680897376;
cooRowIndexHostPtr[733]=184; cooColIndexHostPtr[733]=84; cooValHostPtr[733]=-5.45;
cooRowIndexHostPtr[734]=184; cooColIndexHostPtr[734]=183; cooValHostPtr[734]=155.0365680897376;
cooRowIndexHostPtr[735]=184; cooColIndexHostPtr[735]=184; cooValHostPtr[735]=-314.0731361794753;
cooRowIndexHostPtr[736]=184; cooColIndexHostPtr[736]=185; cooValHostPtr[736]=155.0365680897376;
cooRowIndexHostPtr[737]=185; cooColIndexHostPtr[737]=85; cooValHostPtr[737]=-5.45;
cooRowIndexHostPtr[738]=185; cooColIndexHostPtr[738]=184; cooValHostPtr[738]=155.0365680897376;
cooRowIndexHostPtr[739]=185; cooColIndexHostPtr[739]=185; cooValHostPtr[739]=-314.0731361794753;
cooRowIndexHostPtr[740]=185; cooColIndexHostPtr[740]=186; cooValHostPtr[740]=155.0365680897376;
cooRowIndexHostPtr[741]=186; cooColIndexHostPtr[741]=86; cooValHostPtr[741]=-5.45;
cooRowIndexHostPtr[742]=186; cooColIndexHostPtr[742]=185; cooValHostPtr[742]=155.0365680897376;
cooRowIndexHostPtr[743]=186; cooColIndexHostPtr[743]=186; cooValHostPtr[743]=-314.0731361794753;
cooRowIndexHostPtr[744]=186; cooColIndexHostPtr[744]=187; cooValHostPtr[744]=155.0365680897376;
cooRowIndexHostPtr[745]=187; cooColIndexHostPtr[745]=87; cooValHostPtr[745]=-5.45;
cooRowIndexHostPtr[746]=187; cooColIndexHostPtr[746]=186; cooValHostPtr[746]=155.0365680897376;
cooRowIndexHostPtr[747]=187; cooColIndexHostPtr[747]=187; cooValHostPtr[747]=-314.0731361794753;
cooRowIndexHostPtr[748]=187; cooColIndexHostPtr[748]=188; cooValHostPtr[748]=155.0365680897376;
cooRowIndexHostPtr[749]=188; cooColIndexHostPtr[749]=88; cooValHostPtr[749]=-5.45;
cooRowIndexHostPtr[750]=188; cooColIndexHostPtr[750]=187; cooValHostPtr[750]=155.0365680897376;
cooRowIndexHostPtr[751]=188; cooColIndexHostPtr[751]=188; cooValHostPtr[751]=-314.0731361794753;
cooRowIndexHostPtr[752]=188; cooColIndexHostPtr[752]=189; cooValHostPtr[752]=155.0365680897376;
cooRowIndexHostPtr[753]=189; cooColIndexHostPtr[753]=89; cooValHostPtr[753]=-5.45;
